Frame,Latitude,Longitude,Location,Defects,Defect Count
frame_00157.jpg,19.056363,74.711295,"Ahmadnagar, Maharashtra, India §, 7, Mohininagar, Kedgaon, Anmadnagar, Maharashtra?, 414005, India",None,0
frame_00158.jpg,19.056363,74.711295,"Ahmadnagar, MaharasnNtra, India ,, 7, Mohininagar, Kedgaon, Anhmadnagar, Maharashtra jie, 414005, India",None,0
frame_00159.jpg,19.056363,74.711295,"Ahmadnagar, Maharashtra, India ™, 7, Mohininagar, Kedgaon, Anmadnagar, Maharashtra, 414005, India",cracks: 1,1
frame_00160.jpg,19.056363,74.711295,"7, Mohininagar, Kedgaon, Ahmadnagar, Maharashtra®, 414005, India",None,0
frame_00161.jpg,19.056314,74.711298,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",None,0
frame_00162.jpg,19.056314,74.711298,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",pothole: 1,1
frame_00163.jpg,19.056314,74.711298,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India, . Lat 19.056314° Long 74.711298°",None,0
frame_00164.jpg,19.056314,74.711298,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",cracks: 1,1
frame_00165.jpg,19.056314,74.711298,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",pothole: 1,1
frame_00166.jpg,19.056314,74.711298,"| i | ma, Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",None,0
frame_00167.jpg,19.056252,74.711304,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",None,0
frame_00168.jpg,19.056252,74.711304,"2 ae, Tin, Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",None,0
frame_00169.jpg,19.056252,74.711304,"Ahmadnagar, MaharasnNtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",None,0
frame_00170.jpg,19.056252,74.711304,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India, er a - - Lat 19.056252° Long 74.711304°, Hate D",cracks: 1,1
frame_00171.jpg,19.056252,74.711304,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",cracks: 1,1
frame_00172.jpg,19.056252,74.711304,"Ahmadnagar, MaharasnNtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India","cracks: 2, pothole: 1",3
frame_00173.jpg,19.056252,74.711304,"Ahmadnagar, Maharashtra, India, 7, Sonewadi, Ahmadnagar, Maharashtra 414001,, India",cracks: 1,1
